site,user,review_target,review,score,max_score
Rotten Tomatoes,Robert W. Butler,Apocalypse Now,"Apocalypse Now is flawed, certainly, but more often than not it is a prime example of filmmaking at its best.",4,4
Rotten Tomatoes,Dean Johnson,Apocalypse Now,"Flaws and all, the genius of Coppola and his team can still enrich, stimulate, depress, provoke, horrify, probe. The faces will burn in memory; the places as well. Since film is a visual medium, that, perhaps, is enough.",4,4
Rotten Tomatoes,Clyde Gilmour,Apocalypse Now,"The resulting disappointment is a harsher blow than usual. What has gone before is so good that you passionately want the whole thing to be terrific. Until the last quarter spoils it, Apocalypse Now is simply one of the greatest movies ever made.",4,4
Rotten Tomatoes,Dan DiNicola,Memento,"Memento isn't an easy film, but it gives viewers plenty to ponder. And Pearce's startling performance is unforgettable.",A,A+
Rotten Tomatoes,Akhil Arora,Memento,"Memento places you in the mind of the protagonist in a fascinating way—by running it in reverse, you only know as much as the protagonist remembers—and that constantly makes you question what you’ve been told and what you see next.",A,A+
Rotten Tomatoes,Eddie Harrison,Memento,…one of the most demanding movies ever made…one of cinema’s most ornate puzzle-boxes…,5,5
Rotten Tomatoes,Victoria Luxford,Memento,"Very complex detective thriller. Guy Pearce (leads) a terrific cast alongside Carrie Anne Moss. If you want to see the beginnings of how Nolan became such a big director, this is one to watch.",5,5
Rotten Tomatoes,Paul Kanieski,Memento,"Memento ends as brilliantly as it begins, merging the two disparate timelines into one, and leaving us with a disquieting insight into human nature – that even fundamentally good people can gaslight themselves.",5,5
Rotten Tomatoes,Cory Woodroof,Memento,"Nolan’s sophomore feature remains one of his most scintillating works, a noir for the ages draped in the pain of memories half-remembered and a future fully dependent on the past.",5,5
Rotten Tomatoes,Danielle Solzman,Memento,"Christopher Nolan's sophomore feature, Memento, may confuse audiences with its non-linear narrative but it's every bit as thrilling.",4,5
Rotten Tomatoes,Amy Bracken Sparks,Memento,"Directed by Christopher Nolan based on a short story by his brother, Jonathan Nolan, this is an intellectual exercise that's unlike anything you've seen lately.",3.5,4
Rotten Tomatoes,Fico Cangiano,Memento,A nifty puzzle worth assembling. The film that put Nolan on the map. A psychological film noir breakthrough. [Full review in Spanish],4,5
Rotten Tomatoes,Mike Massie,Memento,"Although the plot itself isn't terribly complex, the editing is so labyrinthine that multiple viewings are almost certainly necessary.",10,10
Rotten Tomatoes,Tom Meek,Memento,The brain-teasing mystery put Christopher Nolan on the map as a filmmaking force...,3,4
Rotten Tomatoes,Richard Propes,Memento,Pearce is positively astounding.,3.5,4.0
Rotten Tomatoes,Siddhant Adlakha,Memento,"Nolan's winding timelines and practical stunts are marvels to behold, but they seldom compare to the slow push-in on Leonard's face, as brief but powerful bursts of memory envelop the screen.",3.5,4.0
Rotten Tomatoes,Adam Kempenaar,Memento,"Think of all the ways that a linear film structure stabilizes us - the cause and effect chain of events. But Memento is about a character completely destabilized, so Nolan destabilizes us accordingly in a way maybe no other movie has.",5,5
Rotten Tomatoes,Ed Travis,Memento,"Memento takes us on a mental trip of recovery, revenge, and remembering.",5,5
Rotten Tomatoes,Joshua Rothkopf,Memento,"Memento would only be half as fun with only one gimmick or the other. Instead, the backward storytelling and the frozen man make for a wonderful pair, combining into something far more redemptive than it sounds.",5,5
Rotten Tomatoes,C.J. Prince,Memento,Memento isn't just a film with a twist ending; its scatterbrained storytelling literally keeps you guessing with every scene.,5,5
Rotten Tomatoes,David Nusair,Memento,Christopher Nolan's cinematic breakthrough...,4,4
Rotten Tomatoes,Gilbert Adair,Memento,"If the prospect of having to do some of the work yourself doesn't alarm you, then Nolan's first American film is well worth catching, a thriller which is for once authentically Borgesian, to use an overworked qualifier.",4,4
Rotten Tomatoes,Joe Morgenstern,Memento,"I can't remember when a movie has seemed so clever, strangely affecting and slyly funny at the very same time.",4,4
Rotten Tomatoes,Cory Woodroof,Wall E,"It’s a remarkable accomplishment, and it only gets better with time.",4,4
Rotten Tomatoes,Brian Susbielles,Wall E,Stanton directs a masterpiece that is to behold forever among the greatest animated films.,4,4
Rotten Tomatoes,Eve Tushnet,Wall E,Clever and endearing. I would not call this essential viewing but I enjoyed it more than I expected.,4,4
Rotten Tomatoes,Adam Nayman,Wall E,"The tale of a trash compactor from the future who's desperate for connection isn't just one of Pixar's unlikeliest successes, but its most arresting and prescient.",4,4
Rotten Tomatoes,Brian Eggert,Wall E,WALLE stands as the studios crowning achievement.,4,4
Rotten Tomatoes,Mike Massie,Wall E,"Gorgeous visuals, unmatched animation, and wondrously moving scenarios mask a relatively simple story of love.",9,10
Rotten Tomatoes,Richard Propes,Wall E,"Hollywood gets it right and kudos go to Pixar/Disney for the beautiful, touching, funny, and unforgettable Wall-E.",4.0,4.0
Rotten Tomatoes,Michael J. Casey,Wall E,A charming love story of two lonely robots surrounding a satire of consumer culture. Strong stuff.,5,5
Rotten Tomatoes,Danielle Solzman,Wall E,WALL-E is one of the best animated films of the century.,5,5
Rotten Tomatoes,Micheal Compton,Wall E,A delightful family film full of wonder and plenty of heart.,B+,A+
Rotten Tomatoes,Matt Brunson,Wall E,"Ultimately, WALL-E is about nothing less than one of the tenets of human existence: the need to find a partner with whom to share life's experiences.",3.5,4
Rotten Tomatoes,Mattie Lucas,Wall E,"A sweeping, glorious spectacle that never loses sight of its heart or the simple, heartrending love story at its core.",4,4
Rotten Tomatoes,Rachel Wagner,Wall E,One of the most gorgeous animated films ever made- CG or 2D.,A+,A+
Rotten Tomatoes,Kenneth R. Morefield,Wall E,"Wall-E is near the top of the list of films I call ""friendship killers.""",2,5
Rotten Tomatoes,Eileen Jones,Wall E,Wall-E is Chaplinesque in the worst way.,2,5
Rotten Tomatoes,Christian Caryl,Wall E,It's an eclectic and often quite daring mixture of elements-yet it all coheres wonderfully.,2,5
Rotten Tomatoes,Deborah Ross,Wall E,"Much of the film is wonderfully imagined, and there is something utterly winning about this tin can topped with binoculars... It's just a shame that, at the end, it trips itself up with its own SENTIMENTALITE.",2,5
Rotten Tomatoes,Tyler Christian,Wall E,"Although the title character's arc is juxtaposed by the troubling dystopia on the Axiom, it nonetheless brings light to both Pixar's gloriously unique protagonists and real-world issues.",2,5
Rotten Tomatoes,Glenn Kenny,Wall E,"Although Wall-E ends with a very apt and moving nod to City Lights, it is in fact Pixar's answer to Modern Times-both a bravura summation of everything the studio is great at and a ""You ain't seen nothing yet!"" statement of purpose.",2,5
Rotten Tomatoes,Dorothy Woodend,Wall E,"If Wall-E has anything original to say, it takes place in the first 30 minutes on a planet heaped high with junk. But the parallels between fiction and reality are almost too painful to contemplate.",2,5
Rotten Tomatoes,Harry Solomons,Raiders Of The Lost Ark,"Cementing Steven Spielberg’s place as the greatest blockbuster director ever, Raiders of the Lost Ark well deserves its spot as the jewel of action cinema.",4.5,5
Rotten Tomatoes,Tom Huddleston,Raiders Of The Lost Ark,"More spectacular and intricate action sequences may have been devised since, but it’s rare to find one with this level of bone-crunching realism and intensity.",5,5
Rotten Tomatoes,Germain Lussier,Raiders Of The Lost Ark,"Raiders of the Lost Ark is a movie so well-made and confident it didn’t need to have a sequel, but we’re sure glad it did.",5,5
Rotten Tomatoes,Matt Brunson,Raiders Of The Lost Ark,"One of the all-time greats. Harrison Ford is perfection-plus as Indiana Jones, so iconic a character that the AFI cited him as the second greatest movie hero of all time (just under Atticus Finch and just above James Bond).",4,4
Rotten Tomatoes,Don Shanahan,Raiders Of The Lost Ark,Raiders of the Lost Ark is still the ideal mold for action movies for the generation that followed.,4,4
Rotten Tomatoes,Chase Hutchinson,Raiders Of The Lost Ark,"From the moment we meet the iconic adventurer all the way to its glorious finale, it remains one of the most fun times one could have at the movies. One only wishes modern action-adventure films had one iota of the craft and creativity of this one.",A-,A+
Rotten Tomatoes,Vincent Canby,Raiders Of The Lost Ark,"To get to the point immediately, Raiders of the Lost Ark is one of the most deliriously funny, ingenious and stylish American adventure movies ever made.",A-,A+
Rotten Tomatoes,Roger Ebert,Raiders Of The Lost Ark,"[Raiders of the Lost Ark] grabs you in the first shot, hurtles you through a series of incredible adventures, and deposits you back in reality two hours later -- breathless, dizzy, wrung-out, and with a silly grin on your face.",4,4
Rotten Tomatoes,John Brosnan,Raiders Of The Lost Ark,"A glorious mixture of spectacular, fast-paced action and sly humor.",4,4
Rotten Tomatoes,Sheila Benson,Raiders Of The Lost Ark,"There was the almost exhausting excitement of the film itself. And at the same time a second emotion, a rush of gratitude which almost brought tears for the contagious joy and -- not to be corny about this -- the strength of the film's positive vision.",4,4
Rotten Tomatoes,Eleanor Ringel Cater,Raiders Of The Lost Ark,"Raiders is the most fun to hit the screen since movies came in chapters. Reportedly, there are further adventures of Indiana Jones in the works. Let's hope so. Something this good deserves To Be Continued.",4,4
Rotten Tomatoes,Patrick Taggart,Raiders Of The Lost Ark,"It is, in short, a reminder of the very reason we go to movies. With its larger-than-life, wide screen images, the rich stereo sound, films such as Raiders of the Lost Ark are what will save the movie theater business from the video invasion.",4,4
Rotten Tomatoes,Gary Arnold,Raiders Of The Lost Ark,"It is a transcendent blend of heroic exploits, cliffhangers and chases distilled with nostalgia and wit from the pulp thrillers, comic books and Republic serials of the World War II era.",4,4
Rotten Tomatoes,Arthur Knight,Raiders Of The Lost Ark,"It's all done with such a great spirit of high adventure and good humor that you don't even begin to count the corpses... The finale suggests that Ford's Indiana Jones character will soon be back with further adventures, and I'm all in favor of it.",4,4
Rotten Tomatoes,Gene Siskel,Raiders Of The Lost Ark,"Yes, it's as entertaining as you have heard. Maybe more so. Raiders of the Lost Ark is, in fact, about as entertaining as a commercial movie can be.",4,4
Rotten Tomatoes,Vern Stefanic,Raiders Of The Lost Ark,"After watching just the first five minutes of Raiders of the Lost Ark, you’re hooked. You’re held captive in a action-packed world of adventure and romance and you can’t turn away because the thrills keep coming faster and faster, bigger and better.",4,4
Rotten Tomatoes,Joe Pollack,Raiders Of The Lost Ark,"Harrison Ford, who was Han Solo in Lucas' Star Wars, plays Jones in a hat and a generally unshaven condition that makes him look a great deal like the late Humphrey Bogart in Casablanca.",4,4
Rotten Tomatoes,Terry Orme,Raiders Of The Lost Ark,To say the Raiders of the Lost Ark is action-packed is to understate the case. There is hardly a scene that does not take your breath away.,4,4
Rotten Tomatoes,Jack Garner,Raiders Of The Lost Ark,"Raiders is as snappy as the crack of a whip, as daring as a leap over a snake-infested ravine, as rowdy as a fistfight in a grimy bar in Nepal, and as much fun as you could ever want in a film.",5,5
Rotten Tomatoes,Bruce R. Miller,Raiders Of The Lost Ark,"[Raiders of the Lost Ark] is destined for some kind of popcorn immortality. Rare in this world of one-shot communication, it makes one want to see it again and again. Without question, it's the best film of the summer.",5,5
Rotten Tomatoes,Alan Jones,The Lives Of Others,"Brilliantly told through exceptional performances and dynamic storytelling, this heart-wrenching thriller is a triumph of nuanced tension centred on rediscovering one's humanity in a place where it seems forgotten.",5,5
Rotten Tomatoes,Sean Axmaker,The Lives Of Others,"'The Lives of Others' is dark, but burning beneath the scathing political exposé of the GDR’s despotic paranoia and the personal tragedy of the drama is a bracing story of idealism, disillusionment, and defiance.",5,5
Rotten Tomatoes,Brian Susbielles,The Lives Of Others,It is an exceptional piece of intrigue in the deepest shades of gray in which the culture of fear of being spied on was deeply heightened.,5,5
Rotten Tomatoes,Victor Pineyro,The Lives Of Others,"In an on itself the film is about freedom, love, compassion, solitude, and everything that gets downtrodden in an oppression regime. An incredible paradox around obsession disguised as a film. [Full review in Spanish]",9,10
Rotten Tomatoes,David Walsh,The Lives Of Others,"One must point out there is a right-wing and a left-wing critique of Stalinism and the GDR, the opposite of genuine socialism.",9,10
Rotten Tomatoes,Ard Vijn,The Lives Of Others,"The actors are marvelous, with special mention of Ulrich Muhe who plays Wiesler. He gives a chilling portrayal of a man reluctantly driven to something approaching heroism.",9,10
Rotten Tomatoes,Mattie Lucas,The Lives Of Others,"Examines the effects of watching and being watched, both willingly and unwillingly, and turns them into a fascinating work of pure cinematic poetry.",4,4
Rotten Tomatoes,Shubhra Gupta,The Lives Of Others,"As [Captain Gerd] Weisler discovers his real self, layer by layer, we are in the presence of a masterful performance.",4,4
Rotten Tomatoes,Namrata Joshi,The Lives Of Others,"Donnersmarck makes an assured debut, builds the atmosphere of deceit, suspicion and suffocation and also undercuts it with some jokey moments.",4,4
Rotten Tomatoes,Christy Lemire,The Lives Of Others,"The Lives of Others is exquisitely tense, with massive stakes and a pervasive sense of danger.",4,4
Rotten Tomatoes,Timothy Garton Ash,The Lives Of Others,"It uses the syntax and conventions of Hollywood to convey to the widest possible audience some part of the truth about life under the Stasi, and the larger truths that experience revealed about human nature.",4,4
Rotten Tomatoes,Richard Porton,The Lives Of Others,Cinematic smugness has a fatal impact on the delineation of Wiesler's quietly heroic political calisthenics and The Lives of Others' supposedly uplifting denouement.,4,4
Rotten Tomatoes,Dorothy Woodend,The Lives Of Others,"The worst crime that this film has to offer is pure old simple dumbness, paper-thin characters, and a plot that leans heavily on artiness to give it the look of a more serious thinking story.",4,4
Rotten Tomatoes,David Gritten,The Lives Of Others,Reopens our eyes to the cruelties and soul assassinations that were carried out daily in the name of state socialism.,5,5
Rotten Tomatoes,David Fear,The Lives Of Others,,5,5
Rotten Tomatoes,Hank Sartin,The Lives Of Others,,5,5
Rotten Tomatoes,Josh Larsen,The Lives Of Others,The scope is especially impressive given that the movie is about a society obsessively focused on the tiniest of details.,3.5,4
Rotten Tomatoes,Dave White,The Lives Of Others,,3.5,5
Rotten Tomatoes,Nick Rogers,The Lives Of Others,"Activism proves tough on people who've thrived at their political patrons' blessings, and one character cruelly chooses a path of least resistance when the chips are down. A cataclysmic conclusion depicts political clamps on expression and emotion.",4,4
Rotten Tomatoes,Rob Nelson,The Lives Of Others,"If the filmmaker commits a crime, it's in pushing the [Stasi] character's rehabilitation slightly too far--about as much as the weight of a teardrop.",4,4
Rotten Tomatoes,Anthony McGlynn,Avengers Infinity War,"Avengers: Infinity War is the apex of franchise movie-making, bringing together a plethora of heroes from a number of different franchises to form the blockbuster of blockbusters.",4,4
Rotten Tomatoes,Manuel São Bento,Avengers Infinity War,"Avengers: Infinity War is a ground-breaking, unique movie within the genre.",A-,A+
Rotten Tomatoes,Jennifer Bisset,Avengers Infinity War,Who says all superhero films are predictable?,A-,A+
Rotten Tomatoes,Joseph Garcia,Avengers Infinity War,"People will have different opinions on the film depending on how invested they are in the characters in the movie. If you are knowledgeable of the characters and their stories thus far, this movie is flat-out incredible.",5,5
Rotten Tomatoes,Keith Garlington,Avengers Infinity War,"It’s a thrilling, funny, emotional, rip-roaring crowd-pleaser that serves as a fitting culmination of their decade-long buildup.",4,5
Rotten Tomatoes,Tony Black,Avengers Infinity War,"Infinity War is all about balance, in many different respects. Balance and tone, both of which, for a film with such ambition and size, are remarkable in how well they are executed.",4,5
Rotten Tomatoes,Brian Eggert,Avengers Infinity War,"The audience is left drained, albeit thrilled, and as every great MCU title does, it leaves us hotly anticipating the next chapter.",4,4
Rotten Tomatoes,Cory Woodroof,Avengers Infinity War,"The grand Marvel Cinematic Universe team-up has been out for a few weeks now, and just about everyone from Ben Garland to Zsa Zsa the now-fired Buccaneers Parrot has probably seen this giganto box office muncher of epic proportions.",4,4
Rotten Tomatoes,Taylor Baker,Avengers Infinity War,Episode 7: Globalism,80,100
Rotten Tomatoes,Hosea Rupprecht,Avengers Infinity War,"Thanks to the superb visual effects, the film is truly a work of art, even if it tries to pack in just a little too much, making some characters more like afterthoughts rather than integral to the plot.",80,100
Rotten Tomatoes,Kip Mooney,Avengers Infinity War,"I'm torn on the big finale. This is either the gutsiest ending of any modern blockbuster, or a prelude to an emotional cop-out.",B,A+
Rotten Tomatoes,Nicholas Oon,Avengers Infinity War,"If you are remotely interested and if you remotely enjoyed the films of the MCU, this is a must watch. The Russo brothers have done it again.",9,10
Rotten Tomatoes,Fletcher Powell,Avengers Infinity War,It succeeded in doing exactly what it was likely designed to do: it made me want to watch more Marvel movies.,9,10
Rotten Tomatoes,Nicolás Delgadillo,Avengers Infinity War,An enormous action spectacle that never lets up.,,
Rotten Tomatoes,Alex Flood,Avengers Infinity War,Another mammoth slice of superhero mayhem...,4,5
Rotten Tomatoes,Richard Crouse,Avengers Infinity War,"The dangling nature of the story will be frustrating to some. For fans, however, the movie should deliver in a big way.",4,5
Rotten Tomatoes,David Walsh,Avengers Infinity War,"No genuine or long-lasting amusement or engagement is possible, as the reverential treatment of completely preposterous events and processes is what predominates.",4,5
Rotten Tomatoes,Jeffrey Zhang,Avengers Infinity War,"The Russo brothers deliver an epic, brutal, and oftentimes scattered showdown with the Mad Titan Thanos.",B+,A+
Rotten Tomatoes,Kshitij Rawat,Avengers Infinity War,Avengers: Infinity War is full of entertaining little parts that somehow do not make a compelling whole. It is a phantasmagoria of stunning action sequences and beautifully poignant moments that nevertheless leaves one cold in the end.,B+,A+
Rotten Tomatoes,Mike Massie,Avengers Infinity War,"There's nothing new about Marvel's money-raking formula, but as each new chapter comes along, the serialized story becomes more and more unwieldy.",6,10
Rotten Tomatoes,Veronica Elizabeth Bruno,Sunset Boulevard,"Sunset Boulevard is every bit as relevant as when it first premiered in 1950, due to Wilder's compelling directing as well as writing.",6,10
Rotten Tomatoes,Calum Cooper,Sunset Boulevard,"Its performances, music, cinematography and direction continue to awe-inspire even seventy three years after its release.",5,5
Rotten Tomatoes,Dilys Powell,Sunset Boulevard,"Sunset Boulevard is the most intelligent film to come out of Hollywood for years : lest the idea of intelligence in the cinema should lack allure, let me say that it is also one of the most exciting.",5,5
Rotten Tomatoes,Wendy Ide,Sunset Boulevard,Billy Wilder’s chillingly cold-blooded satire of Hollywood is one of his finest films — and indeed arguably one of the greatest movies of the period.,5,5
Rotten Tomatoes,Sean Axmaker,Sunset Boulevard,... the blackest of Hollywood’s self-portraits is an old dark house of a ghost story inhabited by the living shadows of its discarded stars.,5,5
Rotten Tomatoes,B.R. Crisler,Sunset Boulevard,"Thematically, Sunset Boulevard is depressing fiction, but it isn't commonplace, and in its incidental realism, it has a peculiar, ingrown integrity. And for Miss Swanson, of course, it constitutes a veritable triumph.",5,5
Rotten Tomatoes,Brian Eggert,Sunset Boulevard,"Disturbing yet bitterly funny, Sunset Blvd. stands as perhaps the greatest of all films about Hollywood.",4,4
Rotten Tomatoes,Nell Dodson Russell,Sunset Boulevard,"My nomination for the best movie of the year so far is Sunset Boulevard, starring Gloria Swanson and William Holden. Swanson's comeback portrayal of an aging silent motion picture star who won't face her lost fame and lost youth is unbearably real.",4,4
Rotten Tomatoes,Jane Corby,Sunset Boulevard,Sunset Boulevard is like no other picture that was ever made. They threw away all the old patterns when they made this one.,4,4
Rotten Tomatoes,Marjory Adams,Sunset Boulevard,"Smashing drama of the old-fashioned kind, plus elegant perceptive characterization of the modern school, combined to make Sunset Boulevard one of the greatest films of the decade.",4,4
Rotten Tomatoes,Hortense Morton (Screen Scout),Sunset Boulevard,Division of honors goes to Miss Swanson and Holden. They are superb. But the lady deserves the lion's share of the laurels.,4,4
Rotten Tomatoes,James Agee,Sunset Boulevard,"It is Hollywood craftsmanship at its smartest and at just about its best, and it is hard to find better craftsmanship than that, at this time, in any art or country.",4,4
Rotten Tomatoes,P.S. Harrison,Sunset Boulevard,"The acting is very good, but outstanding is the exceedingly fine performance of Gloria Swanson, who is as glamorous as ever.",4,4
Rotten Tomatoes,Marion Kelley,Sunset Boulevard,It takes you behind the scenes in the celluloid city and into the hearts of those who make the pictures.,4,4
Rotten Tomatoes,Virginia Graham,Sunset Boulevard,"The direction is by Billy Wilder who did Lost Weekend, and it is superb -- detailed, evocative and absorbing. Hollywood, with its mania for success is sardonically observed and there are a hundred witty touches to enliven the general atmosphere of decay.",4,4
Rotten Tomatoes,Phyllis Wilson,Sunset Boulevard,"The photography is outstanding and some of the dialogue suggests that unlike Narcissus, Hollywood has not fallen completely in love with its own reflection.",4,4
Rotten Tomatoes,Frank Morriss,Sunset Boulevard,Hollywood has the rare courage to pull the wool from its own eyes in Sunset Boulevard.,4,4
Rotten Tomatoes,Jay Carmody,Sunset Boulevard,Not in many a year has so large a cast and such extravagant production been utilized to tell a story of such dazzling drama that one forgets its few minor flaws.,4,4
Rotten Tomatoes,Moira Walsh,Sunset Boulevard,"Quibbles about plausibility aside, the characters come to life within their narrow, melodramatic framework.",4,4
Rotten Tomatoes,Liza Wilson,Sunset Boulevard,"As Norma Desmond, silent screen queen living in luxurious seclusion and dreaming of a comeback, Gloria gives a terrific performance.",2.5,3
Rotten Tomatoes,Dennis Harvey,Paths Of Glory,"Paths of Glory was too sobering to be a popular success, but it established Kubrick as a leading director.",2.5,3
Rotten Tomatoes,Kevin Maher,Paths Of Glory,The director Stanley Kubrick and the producer-star Kirk Douglas anticipated the countercultural energy of the 1960s with this angry anti-war parable.,5,5
Rotten Tomatoes,Anton Bitel,Paths Of Glory,"...the real enemy here is the French officer class who, from their opulently appointed chateau, use infantry as pawns in pursuit of personal promotion and in covering up of their own highly consequential failures.",5,5
Rotten Tomatoes,Matt Brunson,Paths Of Glory,"Arguably the greatest antiwar film ever made, Stanley Kubrick's Paths of Glory feels like a mule kick to the stomach no matter how many times one has seen it (in my case, too many to recall).",4,4
Rotten Tomatoes,Keith Garlington,Paths Of Glory,The film also excels thanks to Kubrick’s visual choices particularly his decision to shoot in black and white. It is perfect considering the harshness of the material and the morally murky waters we navigate through.,4,5
Rotten Tomatoes,Danielle Solzman,Paths Of Glory,"Language issues notwithstanding, Stanley Kubrick certainly knows what he's doing with Paths of Glory.",4,5
Rotten Tomatoes,Dilys Powell,Paths Of Glory,"Mr. Kubrick has not been able to inject into figures which are literary and alien from the rough vitality which so naturally flowed [in The Killing]. Nevertheless, Paths of Glory in its authority, its piercingness, is an extraordinary film.",4,5
Rotten Tomatoes,Victor Pineyro,Paths Of Glory,I can't even begin to imagine how Kubrick made this movie. I was perplexed the entire time. An absolute masterpiece. [Full review in Spanish],10,10
Rotten Tomatoes,Brian Eggert,Paths Of Glory,The directors most humanist film.,4,4
Rotten Tomatoes,Jonathan Baumbach,Paths Of Glory,"At any time, fashionable or not, it is a disturbing plea against the horror and senselessness of war.",4,4
Rotten Tomatoes,André Bazin,Paths Of Glory,"Paths of Glory is finally a captivating work, both weakened and reinforced by its Americanism -- but a very diluted, Hollywood Americanism, at that, and therefore something of a positive force in the end.",4,4
Rotten Tomatoes,P.S. Harrison,Paths Of Glory,"The subject matter is fictional, but it has been handled so realistically that one feels as if he is witnessing a real-life occurrence.",4,4
Rotten Tomatoes,Moira Walsh,Paths Of Glory,"Stanley Kubrick brings a controlled power to his direction of the uncompromisingly grim events, and Kirk Douglas, who produced the film, finds a most congenial role as an uncorrupted French colonel fighting for his men.",4,4
Rotten Tomatoes,Janet Graves,Paths Of Glory,Flashes of angry humor and a final gleam of hope relieve grimness.,4,4
Rotten Tomatoes,Harold Whitehead,Paths Of Glory,That is the shocking story and it is told with a stark realism that quite literally gives one the shivers.,4,4
Rotten Tomatoes,Matthew Rozsa,Paths Of Glory,"For those who like to contemplate politics and philosophy through well-written narrative drama, it is a welcome distraction.",4,4
Rotten Tomatoes,Sarah Brinks,Paths Of Glory,I usually don't respond to Stanley Kubrick's films positively but I was moved by Paths of Glory and am very happy to have had the chance to see it.,4,4
Rotten Tomatoes,Mike Massie,Paths Of Glory,"An eye-opening, thought-provoking, powerful war picture that isn't so much anti-war as it is anti-politics, anti-corruption, and anti-authoritarianism.",10,10
Rotten Tomatoes,Octavi Marti,Paths Of Glory,"Paths of Glory is something like an invitation to disobedience, to mistrust those who are in a position of authority. [Full Review in Spanish]",10,10
Rotten Tomatoes,Clyde Gilmour,Paths Of Glory,"Customers impatient of anything but escapist entertainment on the screen may be harshly jolted by this bleak and powerful antimilitarism drama. For less narrow viewers, it s a picture that should not be missed.",10,10
Rotten Tomatoes,Josh Larsen,Witness For The Prosecution,Laughton cantankerously carries every scene...,3.5,4
Rotten Tomatoes,Diana Tuova,Witness For The Prosecution,Witness for the Prosecution is a film worthy of all its accolades.,4.5,5
Rotten Tomatoes,Clayton Dillard,Witness For The Prosecution,"The film is an alchemic triumph of effortless story execution, pinpoint humor, and acting masterclass.",4.5,5
Rotten Tomatoes,Matt Brunson,Witness For The Prosecution,"Along with 1945’s And Then There Were None, this is the greatest of all the Agatha Christie adaptations that have been brought to the screen.",4,4
Rotten Tomatoes,Sean Axmaker,Witness For The Prosecution,"Laughton takes what could be a hammy role—the brilliant legal mind, theatrical courtroom performer, and wily curmudgeon...—and invests it with a sense of passion for his work and a sense of duty and honor beyond winning,",4,4
Rotten Tomatoes,Ian Kane,Witness For The Prosecution,"In the end, “Witness for the Prosecution” is a taut, fascinating character study featuring crisp acting, excellent direction, and a compelling plot with many unexpected twists that will keep you guessing...",4.5,5
Rotten Tomatoes,Tim Dirks,Witness For The Prosecution,"Witness for the Prosecution (1957) is co-writer and director Billy Wilder's brilliant film, with crisp dialogue, a complicated and intriguing plot, unique characters and excellent acting performances. It was a convoluted, twisting courtroom drama-mystery",A+,A+
Rotten Tomatoes,Mike Massie,Witness For The Prosecution,"Although the picture centers upon the titular, hostile witness for the prosecution and the shocks presented from that climactic testimony, it’s Laughton’s performance that remains most memorable.",8,10
Rotten Tomatoes,Wendy Ide,Witness For The Prosecution,[A] witty and gripping adaptation of her [Agatha Christie's] twist-heavy courtroom stage drama.,8,10
Rotten Tomatoes,Tom Cassidy,Witness For The Prosecution,"Part comedy, part thrilling courtroom drama and a mystery until the very end, this is a quiet classic. Case closed.",5,5
Rotten Tomatoes,Danielle Solzman,Witness For The Prosecution,...Witness for the Prosecution is one of the best courtroom dramas in cinematic history.,5,5
Rotten Tomatoes,Nicholas Bell,Witness For The Prosecution,"Witness for the Prosecution may wrap itself up a bit smugly, even as it spins a sharp twist, but it still stands as one of the more notable courtroom dramas even as it crackles along on a sort of contrived artifice.",3.5,5
Rotten Tomatoes,Rob Aldam,Witness For The Prosecution,it's Laughton who is afforded free reign to explore his character and demonstrates impeccable comic timing.,3.5,5
Rotten Tomatoes,Martyn Conterio,Witness For The Prosecution,"Laughton knocks it out of the park as Robarts, and his scenes with real-life missus Lanchester are hysterical.",4,5
Rotten Tomatoes,Isabel Quigly,Witness For The Prosecution,"The whole film is so indubitably, exuberantly recommendable (for aunts. grandparents, grandchildren, highbrows, lowbrows, husbands, wives, and almost anyone else you can think of at any end of the scale.",4,5
Rotten Tomatoes,Ken Hanke,Witness For The Prosecution,"Every time the story strays from Sir Wilfrid, the interest level goes down a notch. Fortunately for the viewer, it doesn't get away from him very long at any point.",4.5,5
Rotten Tomatoes,Noel Murray,Witness For The Prosecution,"Witness For The Prosecution has the pace and patience of live theater, but not the look. Wilder doesn't get overly flashy with camera moves and angles, but he does shift positioning subtly and effectively.",4.5,5
Rotten Tomatoes,David Parkinson,Witness For The Prosecution,Marlene Dietrich tries not to give anything away as usual while Agatha Christie's whodunit plot whirs tidily about her expressionless beauty.,4,5
Rotten Tomatoes,David Parkinson,Witness For The Prosecution,Wilder's adaptation is guilty of being absolutely marvelous.,4.5,5
Rotten Tomatoes,Emanuel Levy,Witness For The Prosecution,"This Oscar-nominated courtroom drama represents Billy Wilder at his most theatrical and old-fashioned, but the saga is enjoyable and so is the acting of all-star cast.",B+,A+
Rotten Tomatoes,Sarah Vincent,Shining,"Despite The Outlook’s advantages, a hysterical, bookworm, couch potato, chain smoking wife beats it. Kubrick did not intend to create a film about evil’s Achilles heel, but I left with that message. Be a mess, but fight.",B+,A+
Rotten Tomatoes,Zofia Wijaszka,Shining,"With an out-of-this-world cast, ""The Shining"" remains a cult film, even after 44 years and it’s ideal for a cold winter evening.",A,A+
Rotten Tomatoes,Wendy Ide,Shining,The supernatural joins forces with psychosis in Stanley Kubrick’s superb adaptation of a Stephen King bestseller.,A,A+
